Gene_name	abundances_CH2879_noINF	abundances_JJ012_noINF
FBXW5	5889272.64465543	126176499.837397
DPH2	3778587.73485529	26366593.8137806
FAM161B	0	147224153.532955
SMIM26	23356844.2556902	471754.489870798
SPAG16	7277737.98755031	96535926.388785
KANK4	35139989.6688712	2486097.84719039
HS3ST3B1	4645454.5395603	0
FASTKD2	5589084.68820657	75988137.8277661
MRPL4	51949285.4637149	34707984.4618337
PUS10	0	5515875.31495233
CLU	0	709499590.325154
MED30	84802050.6916096	13903423.5791519
STARD3	0	144738366.78623
RNFT1	0	10409615.9106939
PDE3A	67617006.7112385	7245277.32735376
ZNF284	0	6220222.31251005
GCNT1	2120330.71045385	87122699.1333627
TRAPPC12	26541534.4537433	2696581.14005363
L3MBTL2	485769.220012908	16763140.8072113
ADM	35951902.0041072	7235040.67560773
SMAP1	0	37594418.555139
IARS2	17604572.2423046	117724860.455427
SERPINB7	2852838.91352934	7157274.68294386
MIS18A	60110369.8634349	113881336.036368
KIRREL1	13462802.6599396	142788259.540724
FAM234A	5233664.42299655	185579802.76359
ZNF529	1310444.73323866	0
BTBD6	246093693.587465	1060784.05593115
SLC41A2	0	29471553.8234925
SAPCD2	67633690.4018493	264524041.223539
LRR1	1534505.94097249	68273527.2001199
ALPL	12719868.5438971	931911.655817255
COPZ1	5086459.76390367	323047422.429255
GRIA3	264289466.26679	0
ODC1	1431605710.25617	4298136532.55258
UBXN11	21861961.8099439	24720301.4528638
LRRC47	16439163.8491051	4182086.27768661
SETD7	29436832.6083391	206723224.082055
HDAC7	788874690.560873	79394748.2371282
GNE	0	2980375.14719862
ARNT	3022799.38026715	0
NTF3	1691669.35646603	829276.341852658
SLC35E1	2306428.36162492	91156951.242743
MBIP	0	455686235.311893
NTPCR	48649497.9395327	78449814.7814375
GPCPD1	147095516.482461	2762727.35057125
TFDP2	37999606.2909606	41040145.9589522
FBXO8	4419357.43508446	276327577.032386
GSR	13619834.6993419	339914282.732213
RABEP1	16078857.8686036	30626615.9457825
ITPRIPL2	7871417.22658495	11779654.8073302
MARK3	0	18206210.0812923
RUFY1	0	1283734.05639986
PLP2	3541936.24654041	40284529.4059936
ELOVL4	0	0
IGSF8	95883998.9603997	0
TGFB1I1	1458251376.80224	699564.387326104
TRIM21	1033499123.32726	56035147.1387121
TRERF1	62173771.3611133	10691841.4016409
PEDS1	0	0
DYNC1I2	0	0
EPB41L5	21703260.3955151	5421926.00941172
POLM	31470316.2602371	42902839.0745111
ANKRD44	45017935.5256443	9099992.53223137
MYCBP	0	28083068.4277511
ACAP1	2133300.88544435	231977737.209178
ZKSCAN8	307387.153974094	1976891.79322178
PDLIM4	38565016.8366189	11947811.1901585
CASP7	0	887340.140463836
NECTIN3	15509942.0921705	1704290910.24733
GNA12	11149288.0570485	18542059.7751659
DPCD	30137057.3547976	296585694.239292
OVCA2	0	37641665.6134728
GAMT	0	64948178.7722385
PKD2	0	54411459.7734732
INPP5B	4332635.33093293	19783939.7269357
ARHGEF3	47160729.5465687	7871365.03757357
PPCS	8191619.39139777	64282932.3736721
PPARA	0	10367895.1857607
CCNT2	422598074.868462	12822449.5376009
KCTD6	10225308.570298	30165189.9617254
MRTO4	10481075.1101493	258404068.626323
KIF5A	0	0
NUPR1	23575372.1388727	1059324.78469794
RWDD1	0	124833180.498272
FMN1	4413531.71889828	18898910.4691159
IER5	44288701.6500233	189658286.950167
SSR3	41765494.7525589	776453537.930566
TIGD2	3172701.45200565	14928504.8150148
KIT	215672804.120039	0
ERF	0	112671596.778025
EML3	4148314.88138659	77678963.545296
SLC39A10	0	4434038.91042681
PRKACA	30266861.2414261	27418008.1491154
PTDSS1	9328401.3207942	694569.073071128
ABHD18	33058180.2026621	6099278.98636544
PSTK	0	1380283.63835292
PCBD1	4102029.18240784	379118517.395134
FRMD4A	67615566.5960744	17792078.9589669
LGMN	0	32242311.5137969
ITPRIP	0	10557561.9266264
ZNF423	1023032.00223944	15938262.5689253
E4F1	1381232.68916455	659479.970586358
PRPF40B	148664354.159939	25453561.5069012
MIX23	10602165.6339038	50292282.2776634
STMN2	29014889.4785407	0
ISOC2	503629513.703177	835233156.311177
MRPS5	499187407.558154	2151608.3168531
NDUFB4	3336386.95775014	2270229919.51805
AKAP1	0	33599178.882056
LPP	3292376.33438386	11450109.8436828
LRP12	24841153.8567909	1517157.46904986
ZNF274	36151473.9720111	22429934.806031
CD276	8817134.01384584	89924096.0284511
NOP53	14922374.2210905	29405826.7654059
DUSP7	1791518.19038198	7750063.57095743
MACO1	3977693.75945576	2663722.49228913
GLT8D2	1472233009.61851	12917284.0176268
GTPBP1	12690126.4450195	81776499.4534863
0	1443419.69875232	3209376.06233924
POM121C	0	0
FRMD4B	195327782.34395	2002971.06135352
UQCR11	6725108.76696102	16067712.0187379
NTHL1	87377532.5281853	236861506.743652
PPM1E	43594159.9320556	1120080.1880157
TOX2	451333341.76746	12527524.9065529
SERPINB3	0	2554149.46498064
NGEF	189358310.823524	1395625.11712829
COX8A	16439415.1301104	541887.280853637
GSTM2	0	0
HSPA14	131721942.65464	25448022.4969514
FBXO31	0	3272004.01984562
ZBTB8OS	17016636.1025664	24647906.3617638
ZFP14	6950047.34186004	0
ATP6V0B	0	182034102.854496
MRPL47	0	28683051.721077
ANO10	29882981.8671926	2201576.0907658
FGGY	0	3454074.52592103
BST2	83768803.4616384	224908802.668193
TRMT112	455530.551864587	146624841.492765
STXBP2	8389722.75524433	393103328.785354
ASPH	1309475.59735419	53590665.12724
ANKEF1	7802114.04886044	0
CHCHD6	0	6853484.94045242
STRN	0	6910967.65035057
ALDH1L1	2277731.0115965	0
FBLL1	34361484.1387801	7064889.55416533
SHISA5	7030640.6374289	51535677.5059891
TOMM20	20461977.9448625	3795049.51949011
TRAF5	3898169.02766192	18059607.0593995
DTX3	7368696.28300352	1951026.48332246
TEDC1	49311310.2976667	41498276.6766733
BANF1	0	916282466.485312
ETHE1	9186788.05504946	0
INVS	0	262183896.418923
UXT	1051681977.68104	170018585.641882
UBXN2A	4710940.86677955	5520682.37779632
UBA3	3949395.3849605	13090037.7280396
ZNF583	0	0
KLHL18	0	168360687.118066
CAMKMT	0	50667105.144502
DOHH	5162153.38476043	124856497.726923
COMMD7	62367797.5270761	38977185.4540589
MED31	0	117665117.621311
MLF2	55987507.4019935	4289287447.57718
MCM10	659218852.577021	566994350.000246
NIPSNAP2	10346536.2164014	6185504.89539855
SLC29A4	87068268.5250837	0
COMMD3	11016838.4599498	0
DCAF4	0	35659759.1483283
HERPUD2	24150721.1945444	56197804.3478678
SNF8	114408624.769603	34182966.6686935
UBXN2B	187072419.023269	3303366.40441944
XPO7	175730.184724234	115334657.53555
TTC38	0	41455311.3528763
SUV39H2	4476894.29873158	0
ARHGEF19	0	163523706.31475
YIPF5	6774906967.22901	0
PNN	676012.795372622	153374203.146611
BCS1L	0	88517926.3772742
CPSF7	5623210.6895557	30734313.0603637
TMEM129	115053276.645226	20460238.7626342
NACC1	9066744.2635492	9231606.02624027
PSMG2	612141211.780978	80455371.1680702
RNPEPL1	0	136576291.331591
TBKBP1	17049246.3977389	5783399.92076837
TM9SF1	2900802.42333209	60661063.2403679
TPD52L2	15659423.2284622	10405715.3447413
CD46	3749314.5249264	12182441.5848992
ANP32E	255031.45434134	486691997.266474
SLC25A35	2141599.81891655	628847843.900591
SIX5	6986425.36183321	11262436.4637142
ZNF717	0	51950109.4002101
PPIE	184145139.608823	21259670.0849615
SP3	0	8241622.63786177
PCDHB14	0	17607858.9088168
CCDC50	3655118.99014456	315000628.915698
CSTF2T	0	108374711.098336
COPS7A	16806174.2111777	2520988027.37018
KIN	413217276.543242	6574501.43423901
DPP7	38989093.5936193	0
ELOVL6	0	117394819.946474
SCRN1	28956806.3237588	274105215.630853
SETD4	29674445.9548326	29482832.9120055
YIPF6	150006052.05427	24645772.8769061
RBM10	112618101.019856	18307108.1224464
MRPL43	44008963.5777544	6501808.17622405
SPTSSA	6159329.77319899	4743242.34084628
ACTR8	6307433.69887526	13604954.4960685
ADGRG6	1432803.54792641	37760451.8636409
SLC20A2	0	206753950.458163
SRSF11	11985294.1495615	1572471.12538911
KIZ	68282912.2571056	0
RIMKLB	56624042.9162382	6628038.93732563
FBXW8	0	302645432.1328
MED8	23678071.4555457	92506940.8330856
PLA2G4A	38011414.5049788	2623946.41087998
CNOT6	3426569.64019474	1042244542.02188
SLC4A8	0	7762405.74845814
CLCN2	235294.591180972	143801590.268838
B4GALT3	331639276.955211	6308984.45842457
SH3BP5L	63662941.7976268	798382.158686315
COQ9	9780543.44732107	16377830.470645
SNRPC	0	382722141.17166
IFI30	9801807.97300102	38244372128.1961
TTC7A	0	319728908.092201
BRD8	63997084.3325659	498669014.871921
RMI1	3515771.0291397	15568461.4206029
CPEB2	0	0
FRG1	78403037.2234722	142270915.651604
SIAH2	17136746.5731543	4788093.49454103
GPATCH4	0	165466718.439091
DTWD2	2483793.99442214	173998276.328968
ZNF511	1050653.45695965	98880388.9906635
SRPRA	1402415.3495578	388702517.781853
ST3GAL6	4625741.95302326	474167.544572534
NAPB	0	2580467.07664676
AIM2	29112810.6137337	2499569.83947612
PLEKHA8	96197.2616762864	107992325.784112
RCCD1	80771029.3529228	18556645.5333291
ZBTB10	163164544.587202	328755574.865453
FICD	3891668.91878997	15318789.9744393
SRSF12	71607131.1512623	0
SFI1	13589986.3398757	367919.531866429
DBP	115593673.592049	0
POLR1F	177723722.878174	0
ATRAID	4909061.04383944	1107487.62366002
DDX47	7418320.5325442	17263845.9245164
GNL1	0	819472.143150487
ERAP2	0	16845179.5927339
RIC8B	19419654.097785	0
ZNF189	11691419.8440513	0
STAG3	123289364.914771	0
GAR1	43726881.0835481	245276543.094591
PCCB	237080.888853537	540029885.499297
PCYT2	5639185.83211646	6678613.17983291
YARS1	3695037.17945143	19310177.1686904
SPHK2	41031936.8819013	89160192.5298148
RAD51C	37833288.1085106	75855943.9479046
SMAD5	1203379.3996255	0
FRMPD4	40383107.233016	0
IL10RB	76944039.7310689	17815802.6297165
TENT5C	13070053.2338325	0
PRXL2B	86138121.3065504	5296915.07277743
RHBDF1	52110004.382089	1043584.19807076
DMAP1	0	21528640.5456021
TCF4	0	0
LRRC20	265949746.439201	843304.89934929
ZNF136	49673805.8095027	43715338.8843435
NAPG	606594.177882395	0
SLC2A1	3454787.09292829	9224512.7440376
ULK2	0	0
WASF3	97433578.5191291	1303502.09270583
HACE1	33498545.4210974	4263735.77526394
CDC42EP1	41886086.7403026	89661623.5676976
NUFIP1	933609.225667177	5132529.11245716
UBN1	91740300.0289466	4933214.08936238
BRMS1L	684068985.514041	3879332.63911945
ARHGEF7	4117056.74873059	5036812.07387088
AMMECR1	351622482.572523	15728108.6328706
DMWD	8347148.20482011	347578034.122746
RPS24	0	22764957.5116207
SERPING1	31130077.948552	912414.952992917
RETSAT	73569499.0385106	63248204.0637821
EEF1E1	0	613495676.191729
USP20	2013561.3526172	0
NSMCE3	217965447.113174	24115028.5771422
PIGQ	225712764.982733	45326132.6512219
SUMF2	18299247.9229109	27711911.9900541
NUBP2	445358164.539672	125517236.922389
MIB1	102567027.901609	26019855.4019539
ZNF84	228423377.44488	7303033.54115076
ZZZ3	5611248.54273416	14536780.2996846
HEATR5A	33989577.8179277	53135710.3679657
VPS29	7907524.17256816	148515284.886549
RSL24D1	1358878522.32642	5002629.2416082
TRIM68	877112.45698942	3203466.60029974
PRDX6	0	0
WDR48	69745988.6486205	251087671.703885
CAMSAP3	80393745.3185449	7411841.32823331
MYSM1	12728902.49329	7678986.56627357
MIA2	0	45841810.9847581
ZNF146	0	3115166.14150444
MCTP1	81690598.2892048	869939193.381604
SEPTIN4	11285334.1445692	0
ACTR6	14397238.9244726	43888086.264392
ZNF230	0	0
STAG3L1	0	1902420.34238018
NSMAF	0	41342392.0984951
DDX51	254384894.350569	18296425.8299526
PHF20	835799631.219528	18073830.3862523
GXYLT1	0	124906711.75057
PROS1	0	219236016.300888
FGD6	687537.69458396	7495613.60114716
PHACTR2	9205815.94992303	40772078.034532
SLC35B2	4970151.42282791	420266616.002519
RIMOC1	0	3579645.95171657
PRKCA	2170226.48326635	47609979.238972
TAOK3	10100998.0695902	7121472.14565441
EIF2D	70289299.5166674	1850839.45489182
DNAH10	10322247.5163894	2852423.00762151
MAF1	717015.893554624	24703277.05325
TM2D3	2711422.70971516	0
FASTK	161421655.886915	2087772.14104938
PPP3R1	0	9879929.91073635
RIC1	99248553.2351826	21291863.1937333
THUMPD3	86644565.4396663	10612398.8836942
PCK2	962451.132608469	7340420.47300187
TAMALIN	210883474.031337	91270592.4738035
IER5L	590612041.06521	77371662.9699619
LHX2	51946729.4434539	7964614.92644819
GABRA3	2313718.13251018	4103118.83587074
PWP1	27531369.5579658	58393224.4127507
POLR2L	76395962.7407123	0
MGAT1	0	38521501.9243176
RAB23	0	136549859.148464
FANCC	0	53839163.7445137
POLR3GL	79306443.5193956	6256009.90534393
PCDHB11	1993533.49247432	0
MARK1	37365807.5796561	0
PPM1D	38670232.5610812	48642299.2167429
SLC30A7	570311997.146797	145735079.037165
ZFP91	74252967.9099241	59744292.4459642
AP3M2	0	0
GGPS1	21989958.4668833	917276339.300641
FAM50B	2756433.80289499	14508969.2151883
POLR1E	200183901.417828	24688393.2693954
ZNF85	0	4584457.04782236
MYLIP	1413263.45019316	49875689.4338852
EPN2	689944075.43096	0
OBSCN	4246788.48849296	45206387.633584
SSX2IP	0	119064057.298584
ACADM	1466081.86034966	4310778.39787218
CHEK1	1536426.91994731	134174145.239732
ZFP36	39282648.9145229	133457283.225727
TRAPPC6A	0	31916448.6861424
IDI1	188125217.314665	342907877.285234
CCNI	30952313.6628619	337644277.172701
IGF2BP3	46398065.7435825	0
KLHL17	0	34792014.3818062
TFPI	18644120.2274184	285835473.66255
CCDC136	23833694.3705961	14318979.3992837
ZNF726	12771417.7318659	0
MUL1	22235721.0670385	0
RPP40	8415785.76627705	13462774.795688
TMEM158	1121937732.49481	0
LIG4	0	1124300.98240128
EXOG	1404806.17303611	36760289.1416876
TRAPPC5	1247511828.39046	119813172.321906
KDSR	2805530.96582258	14602271.1911772
IL7R	0	11095194.8663074
ZNF207	0	0
OMA1	24705450.1113111	161838183.154498
NDC1	477506264.981783	0
POPDC1	88117132.0523011	2198066.41040773
COQ6	375838308.544261	9861442.91731221
SMYD4	3330061.28080609	4862925.77564006
MXRA5	1743004.79781138	752785.06348045
PRKD1	2773110.55684395	0
ACBD6	732052.594082696	35788857.8843306
IDH3A	2375164.02673688	6862667.38309822
GPR180	5730524.40159074	0
PEX19	0	81939287.5978831
KCNH1	0	1722707.32872829
DCAF5	39796430.7523473	9654268.91901764
BDP1	18445579.8373662	0
TRIT1	54304980.3606229	34386028.2309407
BABAM1	813707.298885953	994060945.846776
ADCY6	10942096.6976718	1896248.88348988
KYAT3	1238542.9808881	1664605.25401392
VTA1	1654824.04286845	21691353.4384172
PTPN11	63236657.1339448	23823652.3852933
SCNM1	208094366.457128	4028811.48521048
KATNA1	0	30834498.9108444
SLC39A14	1550154.70346584	85166618.480682
ZNF347	0	0
FCHO1	0	221136531.767368
COMMD8	6195727.24073425	294690924.086804
SAP30BP	0	27538050.0720483
NID2	66771456.1331519	0
BRAF	26608434.8801691	171922202.992063
FBXO9	12772935.5461037	0
ATP13A1	0	281231384.661047
RGS14	17995227.0384353	157459546.804143
EFNA3	36372474.6768194	0
UTP23	157122871.362882	27620538.9503518
PCDHGA8	438748338.627742	0
TSHZ3	1184766.6605244	68032709.0156365
STX2	3281280.4577645	70153386.6564565
ZSCAN31	2421003.59372557	10260676.9708171
ROGDI	41515287.6208248	0
C6orf120	791051355.015646	4855811.14844203
CAV2	52541913.5180532	49519146.7531717
SLC9A8	0	46642338.3281653
PNMA1	8319721.77016904	115262608.170415
VMA12	12421806.4824876	21708027.0858425
CEP57	24230424.3623863	169069288.172966
GNA11	0	4408696.27673241
NUP42	0	2427694.06127118
PHC2	53624695.6066831	0
STYX	0	7405724.52457892
TGS1	13929037.6820918	56772551.2872254
ATL1	109803942.312946	0
CPNE5	128438649.661541	0
RAP1BL	499655.00750489	13712233.3509845
GLIS3	0	0
SLC29A1	9538279.03314458	3958469.6130756
PORCN	3050890.92117715	62038309.4277552
TDP1	26144009.1061117	18970787.0106816
CPVL	22283200.3898942	0
MID1IP1	37117663.3268211	16450227.7845729
ZNF507	3142809.1173037	12107477.8945409
FASTKD1	0	12742437.1645981
PCGF1	5507602.22999483	29361448.7971131
FIGNL1	0	3959535.29739858
IL27RA	0	13884470.1393308
TNRC6B	15840876.7151108	34825292.5054021
GJA3	8971254.59036824	0
ABCB10	168134331.063115	54139729.8286092
ZGRF1	2466691.27762055	91062010.3629178
MTMR12	76139004.5825489	30029945.1368933
TPRKB	4025923.76974449	51031871.0583247
TMEM59	56262689.4139907	16178160.1020098
RPUSD2	11789767.8453176	7540699.43933805
ATP5MC2	1642245431.02029	0
RASSF5	272289264.324927	16953226.9247298
LMAN2L	88667521.2417809	9159587.72009401
SLFN11	0	0
L2HGDH	5992668.61731076	39909231.473266
LTBP4	350734450.919597	16004733.1063427
RTF1	60764953.4635038	9513904.96379345
UBE2W	0	13169338.1519544
TECPR2	1566007.6051683	20371773.1922982
ISOC1	190203487.454867	782248705.726256
RPLP2	8640496.58198853	13545434.8752277
GLUD1	17420798.5956132	5850794.70510984
TJAP1	4754109.17738083	8237596.33090404
CPT1C	59338353.3067225	0
PPP1R9B	8820477.8511937	14911162.9192552
TSPAN14	0	12768241.4928659
MPHOSPH8	29792407.9957361	1858645.7433989
ATPAF2	63292415.5493037	206079334.990342
POMT1	192946.02654509	5493694.26785117
KCTD14	0	19949470.7800584
MYO1G	0	0
VAPA	49738163.1621968	39526186.9041112
OLFM2	2162640444.76007	5331969.49685293
DENND10	160362887.923589	146188496.384895
KGD4	10729108.3564402	2689679.63916139
SUPT3H	408037144.176933	19985849.5667009
ENOSF1	90022792.9201097	25093880.4860598
RBM15	4171521.13736793	202500358.492125
AKAP8	16453277.3426019	9508679.63696669
KLF7	0	0
PCDHGB4	1981427.60914342	16989789.1248614
PIK3R2	1023774.41201363	27729065.5035009
MGST3	1220381343.20888	0
ZNF273	75568842.4570474	4207379.74193431
COX15	0	10671298.6960604
LYAR	88561649.1332846	67274293.4869336
LZTS2	0	100762097.246236
CPSF6	5828034.12501878	25197989.2507172
NSMCE4A	0	49391774.0473209
KRAS	1117014.32106305	2427764.98238647
VDAC3	1753332.31103947	12973099.2225147
LSM14A	0	21637832.6812481
ZNF93	0	0
HLA-DRB5	4038332.01261837	8455365.26126376
JMJD7	4063629.41057798	877433.376238964
MIOS	0	8764882.48249147
ORAI2	3731984.69822226	35262382.7975713
HDAC9	72414619.8790512	3180156.10312697
FBN2	222034955.652998	0
BCAS4	0	55878500.2589516
SMIM20	516189.400738473	0
TMEM141	0	193656367.127875
CFAP300	0	89818264.6916662
RXRA	82982422.0367176	21062548.5695254
MSX1	384423726.398615	5991871.95484731
SEC62	257921398.895041	23015223.7068476
WIPF2	115326798.691203	151004890.009873
LRIG2	69210191.0974961	9834623.25230516
WHAMM	602131386.907188	271147.286641632
ANAPC2	0	114424965.170305
ZNF184	0	40008233.7125925
PHF23	38839771.610155	220301998.695741
SPSB1	13201089.9039083	5532933.41178826
PLAUR	143440501.692348	6559832.31356752
TRMT11	116370131.482527	0
BLOC1S3	83134449.1016611	3392938.82264972
TNFAIP1	294649600.08861	24963763.2378236
PCLO	26948095.1944887	0
CAPRIN2	28394464.7533606	1980133.74121095
NADSYN1	43151287.7781774	36823125.7082418
VPS36	0	23324222.6524997
MATN2	0	122058229.981181
CFAP251	2186342.9911586	100378384.190081
BSCL2	49163030.8688936	83406205.8180781
ACOT2	16513756.6309881	17326685.9850017
C9orf72	1305843.92654862	21395941.5304034
ABTB2	8315294.4129544	10912801.1506089
CMBL	1349251.7652297	22154475.5848749
CC2D1A	240995752.752166	29124893.5942654
CCNH	12752396.4796304	9165486.05278726
REXO5	644775.981350625	2273058.56084696
CTTN	14354326.0644785	10351859.6093181
IFT25	0	25867921.8980943
CACNA1H	3973736.59087956	677273.809841992
SDHC	15215731.9561792	18452455.916402
SLC35A5	0	7397266.0674194
MRGBP	0	53075858.2331621
PDE4A	2154392.35423223	0
CISH	20014000.0621896	6832970.13349649
CLN5	0	0
U2AF1	97881064.4214173	2086795.0566838
PHF6	0	11883050.7797181
IL11	1058671.55072786	0
MAP2K5	10006613.7987536	7440160.28021889
ERC1	5713506.83282654	4792041.82585634
WRN	44215657.3689123	30804818.219274
OSBPL11	0	0
CCDC134	197146488.201716	1472713.71022392
ARRDC1	2786145.39469542	442679049.923588
NLRP5	35261512.9479924	60611177.1319255
STK32C	8235441.37388592	15133710.5944349
PEX6	28054374.8679763	2102454.00789013
INSRR	47639890.3016136	0
ZMYM6	0	0
IL2RB	28693379.8146694	21712322.0704555
FGFRL1	197752363.349366	5270494.97765778
YAF2	412209276.985993	489221.898504604
IRAK2	1341316.81943421	3063128939.44822
AIFM1	15393461.6682133	36927200.2432806
CHM	0	0
LAMTOR2	921276555.4244	39128738.3680092
MAP3K8	0	0
AMN1	0	197199360.284375
TDO2	783820512.62187	0
NR2F1	51333275.4688039	0
ANO8	36687200.141496	39524418.3654948
MPRIP	25526451.0061352	140000779.884495
USP14	825617.524683314	984384476.699138
ZFPL1	0	37373488.1845006
FUZ	75952437.5910598	102438658.544061
LSM8	6835187.56093462	1163580081.95459
SMARCE1	36465083.8805994	0
SUMO1	5158174.24985477	9266371.76829629
CTU1	19284007.964926	231570888.353573
ERAL1	6677057.43018461	83693531.8489449
THG1L	496789416.115046	7906508.65788953
PITPNA	0	0
ZSWIM6	0	23314528.8741814
INSIG2	0	48173109.9865215
